,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
2440,0.0983,0.7196,-0.7795,1.6166,0.6361
2441,0.0971,0.7182,-0.7605,1.6384,0.6222
2442,0.099,0.7183,-0.7241,1.6527,0.6235
2443,0.0977,0.719,-0.7507,1.6541,0.6276
2444,0.0983,0.7186,-0.7223,1.6639,0.6343
2445,0.0979,0.7172,-0.76,1.6304,0.6271
2446,0.097,0.7179,-0.7691,1.6246,0.6199
2447,0.0987,0.7196,-0.7198,1.6543,0.6465
2448,0.0497,0.8235,-2.4929,1.2263,2.6306
2449,0.0952,0.7179,-0.7728,1.6362,0.6215
2450,0.0957,0.718,-0.7508,1.653,0.6297
2451,0.0977,0.716,-0.7531,1.6318,0.6256
2452,0.099,0.7171,-0.7319,1.6419,0.6211
2453,0.0988,0.7172,-0.7343,1.6493,0.6148
2454,0.097,0.717,-0.7559,1.6288,0.6275
2455,0.0987,0.719,-0.7216,1.6634,0.626
2456,0.0968,0.718,-0.7576,1.6266,0.6345
2457,0.0964,0.7172,-0.7638,1.619,0.6382
2458,0.0965,0.7173,-0.7629,1.6339,0.6175
2459,0.0975,0.7183,-0.7405,1.6517,0.6199
2460,0.0981,0.7184,-0.7424,1.6555,0.6275
2461,0.0981,0.7187,-0.775,1.622,0.6365
2462,0.0987,0.7179,-0.7315,1.6505,0.6189
2463,0.0973,0.7195,-0.7491,1.6469,0.6413
2464,0.0986,0.7171,-0.7301,1.6582,0.615
2465,0.0975,0.7182,-0.7318,1.6631,0.6244
2466,0.0959,0.7193,-0.7659,1.6501,0.616
2467,0.0973,0.7177,-0.7314,1.6602,0.6211
2468,0.0956,0.7198,-0.815,1.6096,0.6338
2469,0.098,0.7177,-0.741,1.6472,0.6302
2470,0.0987,0.7175,-0.7331,1.6575,0.6112
2471,0.0972,0.7195,-0.7417,1.6554,0.6349
2472,0.0959,0.718,-0.7845,1.6187,0.6254
2473,0.0971,0.7192,-0.7391,1.66,0.6361
2474,0.0963,0.7181,-0.7521,1.6418,0.6327
2475,0.0968,0.7192,-0.741,1.6543,0.6205
2476,0.099,0.717,-0.7242,1.6511,0.6206
2477,0.0966,0.7178,-0.7631,1.6339,0.626
2478,0.0979,0.7174,-0.7267,1.6625,0.6261
2479,0.0978,0.7177,-0.7335,1.6536,0.623
2480,0.0996,0.7162,-0.7377,1.6359,0.6261
2481,0.0971,0.7196,-0.7442,1.6638,0.6268
2482,0.0989,0.7171,-0.7413,1.6387,0.6282
2483,0.0979,0.7173,-0.7426,1.6545,0.6111
2484,0.0983,0.7186,-0.7373,1.6513,0.6186
2485,0.0973,0.7178,-0.7561,1.6422,0.6369
2486,0.0963,0.719,-0.7579,1.6535,0.6179
2487,0.099,0.718,-0.7215,1.6582,0.6228
2488,0.0982,0.7174,-0.7544,1.6351,0.6109
2489,0.0981,0.7178,-0.7495,1.6439,0.6061
2490,0.0972,0.7161,-0.7458,1.6423,0.6137
2491,0.0968,0.7178,-0.7481,1.6423,0.6328
2492,0.0971,0.7175,-0.7285,1.6656,0.6274
2493,0.0984,0.7167,-0.7337,1.6357,0.617
2494,0.0992,0.718,-0.7322,1.6544,0.6247
2495,0.0966,0.7175,-0.759,1.6403,0.6309
2496,0.0987,0.7189,-0.7715,1.6284,0.6351
2497,0.0987,0.7174,-0.7346,1.6355,0.6221
2498,0.0969,0.7176,-0.7722,1.6211,0.6212
2499,0.098,0.7175,-0.7348,1.6479,0.6133
2500,0.0989,0.7178,-0.7415,1.646,0.6191
2501,0.098,0.7165,-0.7453,1.6481,0.6246
2502,0.0993,0.7177,-0.7164,1.6647,0.6152
2503,0.0973,0.719,-0.7411,1.6575,0.6307
2504,0.0971,0.7173,-0.7367,1.659,0.6219
2505,0.099,0.7174,-0.7356,1.6503,0.624
2506,0.0987,0.7183,-0.7235,1.6612,0.6258
2507,0.0982,0.7189,-0.7254,1.6685,0.6336
2508,0.0984,0.7174,-0.7319,1.6506,0.6107
2509,0.0989,0.7163,-0.7172,1.6642,0.6171
2510,0.0984,0.7196,-0.7299,1.6654,0.6189
2511,0.0985,0.7168,-0.7187,1.6517,0.6266
2512,0.0987,0.7184,-0.7374,1.6469,0.6189
2513,0.0963,0.719,-0.7392,1.661,0.6264
2514,0.0966,0.7182,-0.739,1.6602,0.6228
2515,0.0985,0.7156,-0.7103,1.6643,0.6252
2516,0.0972,0.7178,-0.7483,1.6428,0.6333
2517,0.099,0.7177,-0.7362,1.6408,0.6356
2518,0.0981,0.7182,-0.7367,1.6529,0.6279
2519,0.0977,0.7184,-0.7395,1.6465,0.6306
2520,0.0976,0.7184,-0.7322,1.6616,0.6194
2521,0.0965,0.7176,-0.8057,1.6038,0.6294
2522,0.0968,0.7183,-0.748,1.6522,0.6222
2523,0.0978,0.7179,-0.732,1.6546,0.6177
2524,0.0988,0.7183,-0.7393,1.6432,0.6298
2525,0.0973,0.7183,-0.7361,1.6551,0.6201
2526,0.1003,0.7168,-0.734,1.6392,0.6184
2527,0.0985,0.7174,-0.7253,1.6541,0.629
2528,0.0967,0.7204,-0.7489,1.663,0.6448
2529,0.0996,0.7177,-0.7158,1.6658,0.6124
2530,0.0984,0.7173,-0.771,1.6206,0.6372
2531,0.0987,0.7171,-0.7234,1.6534,0.6173
2532,0.0969,0.7186,-0.7596,1.6391,0.6229
2533,0.0976,0.7167,-0.756,1.6372,0.6293
2534,0.0971,0.7189,-0.7413,1.658,0.6232
2535,0.0969,0.7172,-0.7351,1.6498,0.6259
2536,0.0977,0.7207,-0.815,1.5936,0.6524
2537,0.099,0.7172,-0.7115,1.6693,0.6203
2538,0.0978,0.7178,-0.7232,1.6662,0.6161
2539,0.0977,0.7181,-0.738,1.6508,0.6212
2540,0.0986,0.7183,-0.7515,1.6388,0.6321
2541,0.098,0.7181,-0.7298,1.6543,0.6226
2542,0.0961,0.7184,-0.7553,1.651,0.6212
2543,0.0984,0.7177,-0.7374,1.6508,0.6241
2544,0.0974,0.7187,-0.7692,1.6268,0.6396
2545,0.0662,0.7221,-1.6131,1.0345,0.8919
2546,0.0989,0.7185,-0.7801,1.6064,0.6258
2547,0.0976,0.7176,-0.7454,1.6482,0.6202
2548,0.0982,0.7186,-0.7602,1.6374,0.6417
2549,0.0991,0.717,-0.7197,1.6511,0.6184
2550,0.0965,0.7181,-0.7471,1.6468,0.6267
2551,0.0998,0.7168,-0.7166,1.6523,0.6175
2552,0.0975,0.7182,-0.7505,1.6418,0.6194
2553,0.098,0.7194,-0.756,1.6442,0.6301
2554,0.0988,0.7182,-0.7285,1.6566,0.6165
2555,0.0971,0.7203,-0.7533,1.6424,0.6268
2556,0.0991,0.717,-0.7286,1.6425,0.6239
2557,0.0992,0.7171,-0.7277,1.6623,0.6196
2558,0.0968,0.7194,-0.7614,1.646,0.6162
2559,0.0984,0.717,-0.7432,1.6388,0.6176
2560,0.0982,0.7186,-0.7419,1.6423,0.6325
2561,0.0984,0.7176,-0.7463,1.6384,0.6078
2562,0.0963,0.7179,-0.7622,1.6437,0.6323
2563,0.0987,0.7172,-0.7188,1.6569,0.6129
2564,0.0987,0.7195,-0.7256,1.6722,0.628
2565,0.0991,0.7171,-0.7134,1.6595,0.6207
2566,0.0965,0.7182,-0.7682,1.63,0.6334
2567,0.0969,0.7172,-0.7462,1.6509,0.6247
2568,0.0985,0.7186,-0.7249,1.6602,0.6205
2569,0.0996,0.716,-0.7115,1.666,0.6209
2570,0.0973,0.7185,-0.7636,1.6432,0.6184
2571,0.0979,0.7173,-0.7321,1.6576,0.6207
2572,0.0979,0.7173,-0.7253,1.6657,0.6032
2573,0.097,0.7189,-0.8091,1.5893,0.6457
2574,0.0978,0.7168,-0.7278,1.6595,0.6231
2575,0.0977,0.7181,-0.7567,1.6383,0.6194
2576,0.0973,0.7177,-0.7341,1.6652,0.6045
2577,0.0975,0.7172,-0.7229,1.6597,0.6164
2578,0.0979,0.7181,-0.7352,1.6558,0.6122
2579,0.0975,0.7192,-0.7302,1.6652,0.6278
2580,0.0979,0.7167,-0.7407,1.647,0.6162
2581,0.0983,0.7178,-0.7709,1.6153,0.6308
2582,0.0974,0.7196,-0.7411,1.6614,0.6137
2583,0.0976,0.7182,-0.7282,1.6613,0.6167
2584,0.0975,0.7187,-0.7482,1.6444,0.6372
2585,0.0973,0.718,-0.758,1.6433,0.6106
2586,0.098,0.7176,-0.7324,1.6512,0.616
2587,0.0966,0.7177,-0.7819,1.6187,0.6316
2588,0.0967,0.7192,-0.8253,1.5833,0.6349
2589,0.0988,0.7187,-0.7138,1.6672,0.6278
2590,0.0975,0.719,-0.7577,1.6372,0.6197
2591,0.0965,0.7191,-0.7505,1.6565,0.6234
2592,0.0966,0.7171,-0.7677,1.6302,0.6213
2593,0.099,0.7191,-0.7215,1.6701,0.6259
2594,0.098,0.7179,-0.7453,1.6465,0.6238
2595,0.0974,0.7172,-0.7502,1.6435,0.6108
2596,0.098,0.7177,-0.7374,1.6478,0.6245
2597,0.098,0.718,-0.7181,1.6592,0.6249
2598,0.0974,0.717,-0.75,1.65,0.6251
2599,0.0973,0.7183,-0.7551,1.6447,0.6184
2600,0.0965,0.7175,-0.7396,1.6493,0.6093
2601,0.0987,0.7175,-0.7375,1.6464,0.6288
2602,0.099,0.717,-0.7301,1.6485,0.6244
2603,0.0953,0.7194,-0.7914,1.6269,0.6446
2604,0.0973,0.7182,-0.7476,1.6504,0.6159
2605,0.0984,0.7188,-0.7267,1.661,0.6032
2606,0.099,0.7175,-0.7265,1.6532,0.6268
2607,0.0985,0.7159,-0.7273,1.6421,0.6314
2608,0.0996,0.7164,-0.7073,1.6662,0.6274
2609,0.0973,0.7182,-0.7459,1.6401,0.6279
2610,0.0977,0.718,-0.7956,1.609,0.6294
2611,0.0983,0.7179,-0.7459,1.639,0.6304
2612,0.0987,0.7174,-0.7152,1.6524,0.6122
2613,0.0967,0.7182,-0.7692,1.6354,0.6232
2614,0.0993,0.7163,-0.7265,1.6435,0.6213
2615,0.0999,0.7168,-0.7049,1.664,0.6184
2616,0.0975,0.7195,-0.7361,1.6602,0.6153
2617,0.0981,0.7183,-0.7211,1.6624,0.6211
2618,0.0978,0.7188,-0.7326,1.6651,0.6283
2619,0.0985,0.7163,-0.7249,1.6559,0.6151
2620,0.0973,0.7191,-0.7531,1.6368,0.6369
2621,0.0971,0.7191,-0.7757,1.6238,0.6424
2622,0.0988,0.718,-0.7369,1.6467,0.6199
2623,0.095,0.7187,-0.7555,1.6548,0.6311
2624,0.0983,0.7179,-0.7295,1.6544,0.6202
2625,0.0965,0.7174,-0.7389,1.6544,0.6128
2626,0.0972,0.7182,-0.7428,1.6564,0.631
2627,0.097,0.7175,-0.7551,1.6444,0.6263
2628,0.0982,0.7174,-0.7397,1.6384,0.6198
2629,0.098,0.7171,-0.7225,1.6609,0.6133
2630,0.0983,0.7155,-0.7488,1.6312,0.6331
2631,0.0988,0.7173,-0.7276,1.6483,0.6218
2632,0.0968,0.7177,-0.7322,1.661,0.6344
2633,0.0982,0.717,-0.7416,1.6438,0.6298
2634,0.0979,0.7172,-0.7338,1.6579,0.6116
2635,0.0965,0.7173,-0.7581,1.6435,0.6066
2636,0.0969,0.7185,-0.7358,1.6587,0.6349
2637,0.0952,0.7167,-0.775,1.6337,0.6241
2638,0.0987,0.7176,-0.7111,1.6649,0.6337
2639,0.0976,0.7182,-0.7648,1.6241,0.6368
2640,0.098,0.7171,-0.7438,1.6491,0.603
2641,0.0962,0.7189,-0.7551,1.6456,0.6385
2642,0.099,0.7173,-0.7276,1.6557,0.6172
2643,0.0976,0.7178,-0.7576,1.6389,0.6194
2644,0.0973,0.7184,-0.7354,1.6503,0.6271
2645,0.0986,0.7172,-0.7311,1.6605,0.5988
2646,0.0983,0.7181,-0.7296,1.6554,0.6336
2647,0.097,0.717,-0.7444,1.6529,0.6071
2648,0.0978,0.7193,-0.749,1.6545,0.6198
2649,0.0961,0.7179,-0.752,1.647,0.6272
2650,0.0973,0.7179,-0.7505,1.6482,0.6258
2651,0.0975,0.7179,-0.7582,1.644,0.6189
2652,0.0977,0.7179,-0.7605,1.6304,0.6294
2653,0.099,0.7186,-0.7305,1.6525,0.6268
2654,0.0987,0.7164,-0.7536,1.6274,0.6347
2655,0.0983,0.7173,-0.724,1.6561,0.6206
2656,0.0978,0.7163,-0.7456,1.6457,0.6186
2657,0.0993,0.7183,-0.7362,1.6509,0.6319
2658,0.0974,0.7193,-0.7578,1.6438,0.6199
2659,0.0973,0.718,-0.764,1.6386,0.6176
2660,0.0995,0.7169,-0.7122,1.6534,0.6169
2661,0.0973,0.7182,-0.7554,1.6337,0.6202
2662,0.0984,0.7177,-0.7348,1.6364,0.629
2663,0.0995,0.7186,-0.7302,1.6533,0.6192
2664,0.0976,0.7161,-0.74,1.652,0.6197
2665,0.0985,0.717,-0.7319,1.6471,0.623
2666,0.0969,0.7183,-0.7443,1.65,0.6312
2667,0.0977,0.7178,-0.741,1.6521,0.6216
2668,0.0984,0.7186,-0.7234,1.6618,0.6316
2669,0.0974,0.7187,-0.747,1.6529,0.6212
2670,0.0989,0.7179,-0.744,1.6528,0.611
2671,0.0974,0.717,-0.7414,1.6459,0.6107
2672,0.0987,0.7196,-0.736,1.6632,0.6361
2673,0.0974,0.7176,-0.7282,1.6582,0.6165
2674,0.0977,0.7186,-0.735,1.6585,0.6232
2675,0.0993,0.7169,-0.7269,1.6477,0.6183
2676,0.0988,0.7181,-0.7315,1.6549,0.6248
2677,0.0989,0.7165,-0.7295,1.6472,0.6186
2678,0.0987,0.7189,-0.7299,1.6533,0.6307
2679,0.0968,0.7178,-0.7534,1.6523,0.6096
2680,0.0966,0.7185,-0.7628,1.6424,0.6308
2681,0.0989,0.7166,-0.7273,1.6561,0.6047
2682,0.0992,0.7178,-0.7287,1.6494,0.6179
2683,0.0966,0.7179,-0.7816,1.6164,0.6125
2684,0.0967,0.7154,-0.7572,1.6274,0.6079
2685,0.0982,0.7168,-0.7377,1.646,0.6152
2686,0.0996,0.7187,-0.7196,1.668,0.6195
2687,0.0981,0.7174,-0.752,1.6403,0.6125
2688,0.0973,0.7178,-0.7391,1.6574,0.622
2689,0.0994,0.7171,-0.7328,1.6403,0.6259
2690,0.0981,0.7178,-0.7294,1.6509,0.6314
2691,0.0977,0.7182,-0.7429,1.6529,0.6225
2692,0.099,0.7173,-0.7159,1.6589,0.6218
2693,0.0993,0.7177,-0.7251,1.6604,0.627
2694,0.0977,0.7186,-0.7482,1.6499,0.6065
2695,0.0972,0.7187,-0.7441,1.6468,0.6262
2696,0.0972,0.7192,-0.757,1.6452,0.6302
2697,0.0974,0.7176,-0.7349,1.6584,0.6174
2698,0.0986,0.7175,-0.765,1.6198,0.6115
2699,0.0987,0.7179,-0.7473,1.6394,0.6229
2700,0.0978,0.7188,-0.742,1.6511,0.6253
2701,0.0975,0.7184,-0.7385,1.6598,0.61
2702,0.0962,0.7168,-0.7427,1.6512,0.6192
2703,0.0981,0.7168,-0.7299,1.6465,0.6249
2704,0.0978,0.7184,-0.713,1.6716,0.6199
2705,0.0973,0.7197,-0.7808,1.6279,0.6097
2706,0.0984,0.7186,-0.7443,1.648,0.6292
2707,0.0979,0.7192,-0.743,1.6548,0.6366
2708,0.0979,0.7196,-0.7293,1.6626,0.6404
2709,0.0978,0.7172,-0.7402,1.6481,0.6266
2710,0.0991,0.7182,-0.7222,1.6655,0.6154
2711,0.0973,0.718,-0.7337,1.6606,0.6136
2712,0.0982,0.7176,-0.7203,1.664,0.6197
2713,0.0972,0.7193,-0.7427,1.6585,0.6214
2714,0.0967,0.718,-0.7485,1.6475,0.6307
2715,0.0968,0.7202,-0.8244,1.5841,0.6433
2716,0.0962,0.7172,-0.7521,1.6488,0.6091
2717,0.0984,0.7185,-0.7221,1.6654,0.6107
2718,0.0972,0.718,-0.7755,1.6198,0.6116
2719,0.098,0.7188,-0.7396,1.6532,0.6218
2720,0.0973,0.7183,-0.7393,1.6538,0.6384
2721,0.0985,0.7157,-0.7208,1.6577,0.6191
2722,0.0981,0.7178,-0.7263,1.6581,0.6129
2723,0.0987,0.718,-0.7474,1.6489,0.6161
2724,0.0979,0.7185,-0.7532,1.6448,0.6318
2725,0.0988,0.718,-0.728,1.653,0.6229
2726,0.0965,0.7181,-0.7453,1.6501,0.6239
2727,0.0959,0.7176,-0.7899,1.612,0.6259
2728,0.0988,0.717,-0.7613,1.6305,0.6226
2729,0.0972,0.7188,-0.7504,1.6504,0.6201
2730,0.0979,0.7192,-0.7805,1.6161,0.6433
2731,0.0973,0.7182,-0.7441,1.6435,0.6279
2732,0.0972,0.718,-0.7474,1.6534,0.6241
2733,0.0975,0.7179,-0.7482,1.6416,0.6179
2734,0.0984,0.717,-0.7258,1.655,0.6075
2735,0.0967,0.7188,-0.7546,1.6418,0.6331
2736,0.0991,0.7175,-0.7292,1.6494,0.6205
2737,0.1004,0.7163,-0.7091,1.6574,0.6097
2738,0.0986,0.7172,-0.7481,1.641,0.6329
2739,0.0988,0.7182,-0.7489,1.634,0.6253
2740,0.0989,0.7186,-0.7228,1.6531,0.6239
2741,0.099,0.7181,-0.7257,1.6544,0.6275
2742,0.0973,0.7179,-0.7368,1.659,0.6167
2743,0.0971,0.7175,-0.7391,1.6516,0.6272
2744,0.0983,0.7182,-0.7375,1.6492,0.6195
2745,0.0973,0.7176,-0.7532,1.6386,0.6368
2746,0.099,0.7176,-0.7263,1.6536,0.6285
2747,0.0978,0.7179,-0.7357,1.6553,0.631
2748,0.0974,0.7179,-0.7333,1.6495,0.623
2749,0.0992,0.7185,-0.7652,1.6231,0.6402
2750,0.0968,0.7188,-0.7845,1.6144,0.6434
2751,0.0993,0.7168,-0.7401,1.6422,0.6264
2752,0.0983,0.7183,-0.7395,1.6428,0.6193
2753,0.0969,0.7186,-0.759,1.6417,0.6272
2754,0.099,0.7161,-0.7327,1.6379,0.6292
2755,0.0992,0.7191,-0.7142,1.6626,0.6156
2756,0.0977,0.7167,-0.7277,1.6569,0.627
2757,0.0985,0.7179,-0.7249,1.6668,0.6234
2758,0.0976,0.7187,-0.7316,1.661,0.6141
2759,0.0985,0.7167,-0.7406,1.6586,0.6219
2760,0.0989,0.7168,-0.7266,1.6537,0.6179
2761,0.0984,0.7194,-0.7558,1.642,0.612
2762,0.0982,0.7171,-0.7374,1.6519,0.6171
2763,0.0989,0.718,-0.7393,1.6479,0.6197
2764,0.0986,0.718,-0.739,1.6539,0.6293
2765,0.0491,0.8206,-2.4834,1.2322,2.6405
2766,0.0991,0.717,-0.7228,1.6562,0.6283
2767,0.0967,0.7194,-0.7586,1.644,0.6308
2768,0.0974,0.7192,-0.7401,1.6548,0.6194
2769,0.0983,0.7182,-0.7681,1.629,0.6212
2770,0.0958,0.7173,-0.7628,1.6418,0.6335
2771,0.0985,0.7179,-0.7315,1.6548,0.6241
2772,0.0972,0.7184,-0.7338,1.661,0.6099
2773,0.0975,0.7182,-0.7405,1.6563,0.6106
2774,0.0998,0.7163,-0.7094,1.6715,0.6178
2775,0.0992,0.7182,-0.7287,1.6501,0.6198
2776,0.0984,0.7184,-0.737,1.6531,0.6048
2777,0.0974,0.7163,-0.7385,1.6458,0.6332
2778,0.0982,0.719,-0.7584,1.6394,0.6246
2779,0.0978,0.7178,-0.7411,1.6484,0.62
2780,0.097,0.717,-0.7335,1.6586,0.6089
2781,0.0997,0.7182,-0.7166,1.6644,0.6277
2782,0.0981,0.7175,-0.7235,1.6566,0.6078
2783,0.0978,0.7183,-0.7519,1.6453,0.6307
2784,0.0994,0.7142,-0.6897,1.6738,0.6117
2785,0.098,0.7182,-0.7532,1.6399,0.6212
2786,0.0996,0.718,-0.7101,1.668,0.6196
2787,0.099,0.7179,-0.7388,1.6468,0.6324
2788,0.0986,0.7174,-0.7349,1.646,0.618
2789,0.0996,0.7173,-0.7226,1.6486,0.6224
2790,0.0976,0.7182,-0.8086,1.59,0.6399
2791,0.0976,0.719,-0.7296,1.6602,0.6263
2792,0.0989,0.7178,-0.7343,1.6461,0.6155
2793,0.0993,0.7166,-0.7228,1.655,0.6088
2794,0.0978,0.7167,-0.7287,1.6412,0.6301
2795,0.0976,0.7172,-0.7222,1.6626,0.6213
2796,0.0978,0.7159,-0.7315,1.646,0.6177
2797,0.099,0.7186,-0.7241,1.6523,0.6336
2798,0.0983,0.7168,-0.7368,1.6406,0.6013
2799,0.0981,0.7182,-0.7388,1.6606,0.6284
2800,0.0967,0.7173,-0.7582,1.6357,0.6375
2801,0.0975,0.717,-0.7271,1.6583,0.6317
2802,0.0973,0.7191,-0.7495,1.6448,0.6201
2803,0.0989,0.7156,-0.7158,1.6547,0.6136
2804,0.0991,0.718,-0.734,1.6571,0.6244
2805,0.0977,0.7177,-0.7407,1.6479,0.6204
2806,0.0979,0.7178,-0.7309,1.6488,0.6184
2807,0.0982,0.7186,-0.7186,1.6673,0.6411
2808,0.097,0.7173,-0.7738,1.6256,0.6083
2809,0.0985,0.7179,-0.7304,1.6548,0.6279
2810,0.0989,0.7163,-0.755,1.6397,0.625
2811,0.0974,0.7175,-0.7429,1.6502,0.6205
2812,0.0975,0.7184,-0.7666,1.6297,0.6241
2813,0.096,0.7176,-0.7649,1.6429,0.6149
2814,0.0971,0.7186,-0.737,1.6664,0.6219
2815,0.098,0.717,-0.7618,1.634,0.6084
2816,0.0972,0.7161,-0.7843,1.6004,0.6342
2817,0.0981,0.7175,-0.7253,1.6533,0.6189
2818,0.0972,0.7177,-0.7506,1.6421,0.5961
2819,0.0985,0.7176,-0.7364,1.6455,0.6215
2820,0.0984,0.7173,-0.7423,1.6492,0.6193
2821,0.0988,0.7188,-0.7382,1.6562,0.6298
2822,0.0989,0.7188,-0.7477,1.6467,0.6155
2823,0.098,0.717,-0.7241,1.6639,0.6011
2824,0.0993,0.7168,-0.7109,1.6683,0.623
2825,0.0998,0.7176,-0.705,1.6676,0.6183
2826,0.0975,0.7176,-0.7566,1.635,0.592
2827,0.0968,0.717,-0.7489,1.6439,0.6215
2828,0.0985,0.7162,-0.7192,1.6596,0.6124
2829,0.0965,0.7179,-0.7604,1.6387,0.6192
2830,0.0983,0.7175,-0.7224,1.6593,0.6107
2831,0.0974,0.7186,-0.7413,1.6483,0.6357
2832,0.0985,0.7186,-0.7212,1.6635,0.624
2833,0.0975,0.7169,-0.7341,1.6511,0.6257
2834,0.0976,0.7173,-0.7346,1.6589,0.6153
2835,0.0987,0.7175,-0.7223,1.6611,0.6101
2836,0.0974,0.7178,-0.7395,1.6563,0.6155
2837,0.0972,0.7169,-0.7335,1.6555,0.6311
2838,0.0981,0.7168,-0.7189,1.6582,0.6204
2839,0.0975,0.719,-0.751,1.6444,0.607
2840,0.0975,0.7178,-0.7414,1.6524,0.625
2841,0.098,0.7185,-0.7463,1.6395,0.6323
2842,0.099,0.719,-0.7433,1.6466,0.6347
2843,0.0967,0.7197,-0.7532,1.6503,0.6458
2844,0.0976,0.7182,-0.744,1.6455,0.6352
2845,0.0985,0.7188,-0.7553,1.6411,0.6366
2846,0.099,0.7178,-0.7321,1.6552,0.624
2847,0.0984,0.7176,-0.7244,1.6584,0.6124
2848,0.0971,0.7179,-0.7405,1.6479,0.6254
2849,0.0963,0.7179,-0.7377,1.6502,0.6342
2850,0.0967,0.7185,-0.74,1.6647,0.6356
2851,0.0986,0.7165,-0.7368,1.6437,0.6251
2852,0.0998,0.7174,-0.7087,1.6632,0.6123
2853,0.098,0.718,-0.7281,1.6532,0.6111
2854,0.0981,0.7187,-0.7502,1.6483,0.6224
2855,0.0985,0.7174,-0.732,1.6431,0.6202
2856,0.0991,0.7157,-0.7198,1.6504,0.6062
2857,0.0988,0.7173,-0.7292,1.647,0.6334
2858,0.0981,0.7196,-0.7459,1.6504,0.6145
2859,0.0966,0.7171,-0.7451,1.6481,0.6217
2860,0.0971,0.7187,-0.7548,1.6477,0.6225
2861,0.0974,0.7175,-0.7463,1.6501,0.6236
2862,0.0981,0.716,-0.716,1.6602,0.6304
2863,0.0973,0.7188,-0.7383,1.6567,0.6254
2864,0.0974,0.7164,-0.7388,1.6448,0.6089
2865,0.0988,0.718,-0.7308,1.6571,0.6288
2866,0.098,0.7187,-0.7375,1.6441,0.6307
2867,0.0982,0.7175,-0.7321,1.6483,0.6333
2868,0.0976,0.7165,-0.7301,1.6537,0.6244
2869,0.0973,0.716,-0.7223,1.6584,0.6039
2870,0.0977,0.7167,-0.7524,1.6359,0.6198
2871,0.0957,0.7181,-0.7654,1.6411,0.6301
2872,0.0966,0.7187,-0.7494,1.647,0.6278
2873,0.0967,0.7184,-0.7514,1.6457,0.6337
2874,0.0988,0.7163,-0.7204,1.6546,0.6217
2875,0.0974,0.7181,-0.7402,1.6502,0.6265
2876,0.0977,0.7167,-0.7465,1.6417,0.6197
2877,0.0979,0.719,-0.7357,1.6568,0.6239
2878,0.0987,0.7183,-0.7341,1.6637,0.6323
2879,0.0977,0.7176,-0.7338,1.6584,0.6254
2880,0.0964,0.7183,-0.7586,1.6381,0.6308
2881,0.098,0.7189,-0.7348,1.6591,0.6045
2882,0.0974,0.7172,-0.7304,1.6604,0.6191
2883,0.0985,0.7185,-0.7279,1.6676,0.6218
2884,0.0974,0.7175,-0.7567,1.6377,0.6206
2885,0.0966,0.7187,-0.7492,1.6548,0.6121
2886,0.0971,0.7187,-0.7459,1.6512,0.6423
2887,0.0987,0.7176,-0.7523,1.6387,0.6255
2888,0.0985,0.7187,-0.7258,1.6643,0.6223
2889,0.0974,0.7182,-0.77,1.6334,0.6103
2890,0.0992,0.7185,-0.7225,1.6651,0.6268
2891,0.0989,0.717,-0.7056,1.6651,0.614
2892,0.0988,0.7179,-0.7471,1.6383,0.6137
2893,0.0981,0.7178,-0.7442,1.6463,0.6223
2894,0.0985,0.7183,-0.7294,1.6564,0.6242
2895,0.0986,0.717,-0.7219,1.6623,0.6016
2896,0.1002,0.7168,-0.7208,1.6524,0.6245
2897,0.0971,0.719,-0.7803,1.6291,0.6169
2898,0.0978,0.7179,-0.7448,1.6506,0.6191
2899,0.0971,0.7177,-0.7606,1.6361,0.6281
2900,0.0963,0.7182,-0.7506,1.6491,0.6295
2901,0.098,0.7179,-0.7545,1.6354,0.6292
2902,0.0981,0.7183,-0.7395,1.6559,0.6287
2903,0.0975,0.7185,-0.74,1.6575,0.6145
2904,0.0973,0.7178,-0.7568,1.6367,0.6374
2905,0.0972,0.7182,-0.7334,1.6607,0.6142
2906,0.0997,0.7191,-0.7244,1.6624,0.6191
2907,0.0979,0.719,-0.737,1.6529,0.6365
2908,0.0973,0.719,-0.7459,1.6523,0.6231
2909,0.0987,0.7173,-0.7328,1.6516,0.626
2910,0.0966,0.7174,-0.7629,1.6381,0.6031
2911,0.099,0.7172,-0.7182,1.6596,0.6223
2912,0.0985,0.719,-0.7249,1.6562,0.6349
2913,0.0991,0.717,-0.7205,1.6573,0.6035
2914,0.0994,0.7172,-0.7153,1.6514,0.6157
2915,0.0987,0.7176,-0.7207,1.6639,0.6303
2916,0.096,0.7199,-0.7542,1.6466,0.6413
2917,0.0972,0.718,-0.7324,1.6569,0.6248
2918,0.098,0.7185,-0.7487,1.6493,0.6168
2919,0.0985,0.7169,-0.7204,1.66,0.6265
2920,0.0974,0.7164,-0.7368,1.6367,0.6317
2921,0.0996,0.7169,-0.7255,1.6552,0.6197
2922,0.0985,0.7178,-0.7455,1.6425,0.6171
2923,0.0986,0.7178,-0.782,1.6182,0.6241
2924,0.0974,0.7185,-0.743,1.6459,0.627
2925,0.0978,0.7183,-0.7426,1.6583,0.6392
2926,0.0984,0.7186,-0.723,1.6612,0.6247
2927,0.098,0.7185,-0.7217,1.6604,0.6257
2928,0.0987,0.7189,-0.737,1.661,0.6267
2929,0.0985,0.7163,-0.7459,1.6332,0.6043
