Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary carbon,T(K),P(atm),Fuel (+ACU- mass fraction),Oxidizer,Diluant,Equivalence Ratio,Diluant Type,Time (micro second)
CC(C)CC(C)(C)C,5,1,1,1,1207,43.8,0.418,20.9,78.682,0.25,Ar,117
CC(C)CC(C)(C)C,5,1,1,1,1232,43.7,0.418,20.9,78.682,0.25,Ar,77
CC(C)CC(C)(C)C,5,1,1,1,1105,26.5,0.418,20.9,78.682,0.25,Ar,705
CC(C)CC(C)(C)C,5,1,1,1,1185,21.8,0.418,20.9,78.682,0.25,Ar,306
CC(C)CC(C)(C)C,5,1,1,1,1187,24.5,0.418,20.9,78.682,0.25,Ar,293
CC(C)CC(C)(C)C,5,1,1,1,1211,23.7,0.418,20.9,78.682,0.25,Ar,198
CC(C)CC(C)(C)C,5,1,1,1,1302,23.5,0.418,20.9,78.682,0.25,Ar,64
CC(C)CC(C)(C)C,5,1,1,1,1356,1.5,0.32,4,95.68,1,Ar,2031
CC(C)CC(C)(C)C,5,1,1,1,1370,1.49,0.32,4,95.68,1,Ar,1695
CC(C)CC(C)(C)C,5,1,1,1,1397,1.48,0.32,4,95.68,1,Ar,1323
CC(C)CC(C)(C)C,5,1,1,1,1427,1.48,0.32,4,95.68,1,Ar,978
CC(C)CC(C)(C)C,5,1,1,1,1461,1.45,0.32,4,95.68,1,Ar,706
CC(C)CC(C)(C)C,5,1,1,1,1479,1.59,0.32,4,95.68,1,Ar,509
CC(C)CC(C)(C)C,5,1,1,1,1494,1.42,0.32,4,95.68,1,Ar,490
CC(C)CC(C)(C)C,5,1,1,1,1501,1.34,0.32,4,95.68,1,Ar,510
CC(C)CC(C)(C)C,5,1,1,1,1537,1.35,0.32,4,95.68,1,Ar,305
CC(C)CC(C)(C)C,5,1,1,1,1554,1.37,0.32,4,95.68,1,Ar,263
CC(C)CC(C)(C)C,5,1,1,1,1336,1.39,0.16,4,95.84,0.5,Ar,1690
CC(C)CC(C)(C)C,5,1,1,1,1369,1.49,0.16,4,95.84,0.5,Ar,1041
CC(C)CC(C)(C)C,5,1,1,1,1384,1.55,0.16,4,95.84,0.5,Ar,935
CC(C)CC(C)(C)C,5,1,1,1,1389,1.56,0.16,4,95.84,0.5,Ar,852
CC(C)CC(C)(C)C,5,1,1,1,1410,1.49,0.16,4,95.84,0.5,Ar,684
CC(C)CC(C)(C)C,5,1,1,1,1414,1.49,0.16,4,95.84,0.5,Ar,623
CC(C)CC(C)(C)C,5,1,1,1,1442,1.5,0.16,4,95.84,0.5,Ar,436
CC(C)CC(C)(C)C,5,1,1,1,1456,1.49,0.16,4,95.84,0.5,Ar,383
CC(C)CC(C)(C)C,5,1,1,1,1474,1.48,0.16,4,95.84,0.5,Ar,298
CC(C)CC(C)(C)C,5,1,1,1,1499,1.48,0.16,4,95.84,0.5,Ar,222
CC(C)CC(C)(C)C,5,1,1,1,1502,1.44,0.16,4,95.84,0.5,Ar,208
CC(C)CC(C)(C)C,5,1,1,1,1367,3.05,0.32,4,95.68,1,Ar,1223
CC(C)CC(C)(C)C,5,1,1,1,1387,3.04,0.32,4,95.68,1,Ar,1096
CC(C)CC(C)(C)C,5,1,1,1,1428,3,0.32,4,95.68,1,Ar,709
CC(C)CC(C)(C)C,5,1,1,1,1453,2.96,0.32,4,95.68,1,Ar,546
CC(C)CC(C)(C)C,5,1,1,1,1461,2.9,0.32,4,95.68,1,Ar,487
CC(C)CC(C)(C)C,5,1,1,1,1472,2.86,0.32,4,95.68,1,Ar,431
CC(C)CC(C)(C)C,5,1,1,1,1486,2.81,0.32,4,95.68,1,Ar,358
CC(C)CC(C)(C)C,5,1,1,1,1500,2.86,0.32,4,95.68,1,Ar,331
CC(C)CC(C)(C)C,5,1,1,1,1474,1.58,0.0511,0.813,99.1359,0.79,Ar,968
CC(C)CC(C)(C)C,5,1,1,1,1610,1.59,0.0511,0.813,99.1359,0.79,Ar,244
CC(C)CC,3,1,1,0,1300,1.64,0.025,0.8,99.175,0.25,Ar,1679
CC(C)CC,3,1,1,0,1399,1.74,0.025,0.8,99.175,0.25,Ar,342
CC(C)CC,3,1,1,0,1431,1.74,0.025,0.8,99.175,0.25,Ar,215
CC(C)CC,3,1,1,0,1507,1.72,0.025,0.8,99.175,0.25,Ar,92
CC(C)CC,3,1,1,0,1362,1.82,0.05,0.8,99.15,0.5,Ar,1175
CC(C)CC,3,1,1,0,1426,1.81,0.05,0.8,99.15,0.5,Ar,468
CC(C)CC,3,1,1,0,1460,1.75,0.05,0.8,99.15,0.5,Ar,314
CC(C)CC,3,1,1,0,1487,1.71,0.05,0.8,99.15,0.5,Ar,254
CC(C)CC,3,1,1,0,1556,1.68,0.05,0.8,99.15,0.5,Ar,121
CC(C)CC,3,1,1,0,1413,1.74,0.1,0.8,99.1,1,Ar,1726
CC(C)CC,3,1,1,0,1496,1.75,0.1,0.8,99.1,1,Ar,619
CC(C)CC,3,1,1,0,1517,1.74,0.1,0.8,99.1,1,Ar,499
CC(C)CC,3,1,1,0,1606,1.68,0.1,0.8,99.1,1,Ar,191
CC(C)CC,3,1,1,0,1708,1.62,0.1,0.8,99.1,1,Ar,83
CC(C)CC,3,1,1,0,1448,4.68,0.1,0.8,99.1,1,Ar,556
CC(C)CC,3,1,1,0,1576,4.54,0.1,0.8,99.1,1,Ar,182
CC(C)CC,3,1,1,0,1609,5.41,0.1,0.8,99.1,1,Ar,96
CC(C)CC,3,1,1,0,1635,5.67,0.1,0.8,99.1,1,Ar,77
CC(C)CC,3,1,1,0,1668,4.09,0.1,0.8,99.1,1,Ar,57
CC(C)CC,3,1,1,0,1726,5.22,0.1,0.8,99.1,1,Ar,35
CC(C)CC,3,1,1,0,1517,1.7,0.2,0.8,99,2,Ar,1203
CC(C)CC,3,1,1,0,1574,1.69,0.2,0.8,99,2,Ar,731
CC(C)CC,3,1,1,0,1672,1.67,0.2,0.8,99,2,Ar,239
CC(C)CC,3,1,1,0,1717,1.59,0.2,0.8,99,2,Ar,181
CC(C)CC,3,1,1,0,1426,1.71,0.5,4,95.5,1,Ar,622
CC(C)CC,3,1,1,0,1466,1.69,0.5,4,95.5,1,Ar,400
CC(C)CC,3,1,1,0,1534,1.68,0.5,4,95.5,1,Ar,179
CC(C)CC,3,1,1,0,1552,1.62,0.5,4,95.5,1,Ar,162
CC(C)CC,3,1,1,0,1342,1.72,1,8,91,1,Ar,924
CC(C)CC,3,1,1,0,1366,1.75,1,8,91,1,Ar,747
CC(C)CC,3,1,1,0,1393,1.67,1,8,91,1,Ar,486
CC(C)CC,3,1,1,0,1473,1.56,1,8,91,1,Ar,198
CC(C)CC,3,1,1,0,1310,1.85,1.25,20,78.75,0.5,Ar,318
CC(C)CC,3,1,1,0,1392,1.81,1.25,20,78.75,0.5,Ar,109
CC(C)CC,3,1,1,0,1534,1.68,0.5,4,95.5,1,Ar,235
CC(C)CC,3,1,1,0,1552,1.62,0.5,4,95.5,1,Ar,212
CC(C)CC,3,1,1,0,1413,1.74,0.1,0.8,99.1,1,Ar,1788
CC(C)CC,3,1,1,0,1517,1.74,0.1,0.8,99.1,1,Ar,551
CC(C)CC,3,1,1,0,1606,1.68,0.1,0.8,99.1,1,Ar,219
CC(C)CC,3,1,1,0,1708,1.62,0.1,0.8,99.1,1,Ar,95
CC(C)CC,3,1,1,0,1609,5.4,0.1,0.8,99.1,1,Ar,183
CC(C)CC,3,1,1,0,1635,5.67,0.1,0.8,99.1,1,Ar,146
CC(C)CC,3,1,1,0,1726,5.22,0.1,0.8,99.1,1,Ar,103
CCCCCCCCCC,2,8,0,0,1470,1.23,0.2,3.1,96.7,1,Ar,180
CCCCCCCCCC,2,8,0,0,1445,1.24,0.2,3.1,96.7,1,Ar,290
CCCCCCCCCC,2,8,0,0,1397,1.26,0.2,3.1,96.7,1,Ar,480
CCCCCCCCCC,2,8,0,0,1456,1.24,0.2,3.1,96.7,1,Ar,235
CCCCCCCCCC,2,8,0,0,1434,1.23,0.2,3.1,96.7,1,Ar,320
CCCCCCCCCC,2,8,0,0,1516,1.22,0.2,3.1,96.7,1,Ar,124
CCCCCCCCCC,2,8,0,0,1479,2.19,0.03,0.465,99.505,1,Ar,375
CCCCCCCCCC,2,8,0,0,1525,2.21,0.03,0.465,99.505,1,Ar,154
CCCCCCCCCC,2,8,0,0,1574,2.12,0.03,0.465,99.505,1,Ar,119
CCCCCCCCCC,2,8,0,0,1661,2.08,0.03,0.465,99.505,1,Ar,87
CCCCCCCCCC,2,8,0,0,1706,2.15,0.03,0.465,99.505,1,Ar,37
CCCCCCCCCC,2,8,0,0,1462,2.11,0.03,0.5817,99.3883,0.8,Ar,206
CCCCCCCCCC,2,8,0,0,1526,2.03,0.03,0.5817,99.3883,0.8,Ar,83
CCCCCCCCCC,2,8,0,0,1602,2.25,0.03,0.3875,99.5825,1.2,Ar,124
CCCCCCCCCC,2,8,0,0,1706,2.17,0.03,0.3875,99.5825,1.2,Ar,43
CCCCCCCCCC,2,8,0,0,1357,2.28,0.2,3.1,96.7,1,Ar,341
CCCCCCCCCC,2,8,0,0,1404,2.2,0.2,3.1,96.7,1,Ar,238
CCCCCCCCCC,2,8,0,0,1327,1.69,0.0334,0.813,99.1536,0.64,Ar,1099
CCCCCCCCCC,2,8,0,0,1382,1.68,0.0358,0.813,99.1512,0.68,Ar,621
CCCCCCCCCC,2,8,0,0,1524,1.61,0.0365,0.813,99.1505,0.7,Ar,144
CCCCCCCCCC,2,8,0,0,1081,5.14,1.44,21,77.56,1.06,N2,1696
CCCCCCCCCC,2,8,0,0,1131,4.87,1.494,21,77.506,1.1,N2,1252
CCCCCCCCCC,2,8,0,0,1154,5.15,1.895,21,77.105,1.4,N2,921
CCCCCCCCCC,2,8,0,0,1109,4.56,1.472,21,77.528,1.09,N2,1358
CCCCCCCCCC,2,8,0,0,1173,4.93,2.567,21,76.433,1.89,N2,950
CCCCCCCCCC,2,8,0,0,1127,6.12,0.6844,21,78.3156,0.6,N2,797
CCCCCCCCCC,2,8,0,0,1050,7.88,0.9365,21,78.0635,0.82,N2,1034
CCCCCCCCCC,2,8,0,0,1084,8.02,0.7871,21,78.2129,0.69,N2,738
CCCCCCCCCC,2,8,0,0,1114,8.5,0.6885,21,78.3115,0.61,N2,640
CCCCCCCCCC,2,8,0,0,1179,8.53,0.9497,21,78.0503,0.84,N2,220
CCCCCCCCCC,2,8,0,0,1167,7.88,1.0246,21,77.9754,0.9,N2,215
CCCCCCCCCC,2,8,0,0,1168,6.37,0.7339,21,78.2661,0.65,Ar,484
CCCCCCCCCC,2,8,0,0,1209,4.64,0.186,21,78.814,0.16,Ar,926
CCCCCCCCCC,2,8,0,0,1163,4.93,0.2534,21,78.7466,0.22,Ar,1800
CCCCCCCCCC,2,8,0,0,1192,5.06,0.3437,21,78.6563,0.3,Ar,1110
CCCCCCCCCC,2,8,0,0,1078,4,0.2074,21,78.7926,0.18,Ar,5605
CCCCCCCCCC,2,8,0,0,976,4.87,0.4056,21,78.5944,0.36,Ar,6220
CCCCCCCCCC,2,8,0,0,903,5,0.9297,21,78.0703,0.82,Ar,7825
CCCCCCCCCC,2,8,0,0,1241,4.79,0.3488,21,78.6512,0.31,Ar,337
CCCCCCCCCC,2,8,0,0,1351,4.51,0.2064,21,78.7936,0.18,Ar,233
CCCCCCCCCC,2,8,0,0,979,5.04,2.138,21,76.862,1.88,Ar,306
CCCCCCCCCC,2,8,0,0,1025,6.06,1.659,21,77.341,1.46,Ar,543
CCCCCCCCCC,2,8,0,0,988,6.46,1.99,21,77.01,1.75,Ar,260
CCCCCCCCCC,2,8,0,0,1112,5.65,0.1905,21,78.8095,0.17,Ar,2281
CCCCCCCCCC,2,8,0,0,838,6.26,1.504,21,77.496,1.32,Ar,5352
CCCCCCCCCC,2,8,0,0,939,6.31,1.802,21,77.198,1.59,Ar,544
CCCCCCCCCC,2,8,0,0,964,5.82,1.289,21,77.711,1.14,Ar,1175
CCCCCCCCCC,2,8,0,0,932,6.01,1.494,21,77.506,1.32,Ar,1559
CCCCCCCCCC,2,8,0,0,1156,5.34,0.0558,21,78.9442,0.05,Ar,1526
CCCCCCCCCC,2,8,0,0,1134,5.2,0.0662,21,78.9338,0.06,Ar,2006
CCCCCCCCCC,2,8,0,0,1172,6.19,0.5336,21,78.4664,0.47,Ar,524
CCCCCCCCCC,2,8,0,0,1191,6.4,0.589,21,78.411,0.52,Ar,550
CCCCCCCCCC,2,8,0,0,1249,6.23,0.7572,21,78.2428,0.67,Ar,114
CCCCCCCCCC,2,8,0,0,1284,6.42,0.8276,21,78.1724,0.73,Ar,80
CCCCCCCCCC,2,8,0,0,1053,6.56,0.5649,21,78.4351,0.5,Ar,2105
CCCCCCCCCC,2,8,0,0,1045,6.71,0.6098,21,78.3902,0.54,Ar,2753
CCCCCCCCCC,2,8,0,0,1068,6.4,0.516,21,78.484,0.45,Ar,2126
CCCCCCCCCC,2,8,0,0,1078,6.32,0.5023,21,78.4977,0.44,Ar,1624
CCCCCCCCCC,2,8,0,0,1086,6.32,0.5655,21,78.4345,0.5,Ar,1422
CCCCCCCCCC,2,8,0,0,1107,6.25,0.5533,21,78.4467,0.49,Ar,1200
CCCCCCCCCC,2,8,0,0,1118,6.18,0.5678,21,78.4322,0.5,Ar,1081
CCCCCCCCCC,2,8,0,0,1140,6.07,0.576,21,78.424,0.51,Ar,820
CCCCCCCCCC,2,8,0,0,1345,5.92,0.6297,21,78.3703,0.55,Ar,123
CCCCCCCCCC,2,8,0,0,1319,5.78,0.4595,21,78.5405,0.4,Ar,181
CCCCCCCCCC,2,8,0,0,1117,8.09,0.7901,21,78.2099,0.7,Ar,412
CCCCCCCCCC,2,8,0,0,1124,8.24,0.6972,21,78.3028,0.61,Ar,702
CCCCCCCCCC,2,8,0,0,993,4.23,0.6795,21,78.3205,0.6,Ar,5732
CCCCCCCCCC,2,8,0,0,921,4.86,1.231,21,77.769,1.08,Ar,6085
CCCCCCCCCC,2,8,0,0,943,5.21,1.28,21,77.72,1.13,Ar,3804
CCCCCCCCCC,2,8,0,0,932,4.98,1.24,21,77.76,1.09,Ar,4627
CCCCCCCCCC,2,8,0,0,954,5.05,1.158,21,77.842,1.02,Ar,4169
CCCCCCCCCC,2,8,0,0,1061,4.1,1.116,21,77.884,0.98,Ar,959
CCCCCCCCCC,2,8,0,0,1019,4.36,0.9624,21,78.0376,0.85,Ar,1828
CCCCCCCCCC,2,8,0,0,976,4.49,1,21,78,0.88,Ar,2555
CCCCCCCCCC,2,8,0,0,1192,4.57,0.875,21,78.125,0.77,Ar,246
CCCCCCCCCC,2,8,0,0,1118,4.88,0.8929,21,78.1071,0.79,Ar,587
CCCCCCCCCC,2,8,0,0,1146,4.01,0.5656,21,78.4344,0.5,Ar,1027
CCCCCCCCCC,2,8,0,0,1035,4.43,0.83,21,78.17,0.73,Ar,1803
CCCCCCCCCC,2,8,0,0,1003,4.68,0.742,21,78.258,0.65,Ar,4081
CCCCCCCCCC,2,8,0,0,1147,4.97,1.276,21,77.724,1.12,Ar,357
CCCCCCCCCC,2,8,0,0,1220,8.63,0.4879,21,78.5121,0.43,Ar,292
CCCCCCCCCC,2,8,0,0,1172,5.33,0.7078,21,78.2922,0.62,Ar,663
CCCCCCCCCC,2,8,0,0,1011,6.57,1.179,21,77.821,1.04,Ar,1100
CCCCCCCCCC,2,8,0,0,940,7,1.166,21,77.834,1.03,Ar,2599
CCCCCCCCCC,2,8,0,0,958,6.57,1.169,21,77.831,1.03,Ar,2041
CCCCCCCCCC,2,8,0,0,921,6.25,0.9985,21,78.0015,0.88,Ar,5556
CCCCCCCCCC,2,8,0,0,1037,5.69,0.5463,21,78.4537,0.48,Ar,2607
CCCCCCCCCC,2,8,0,0,1049,5.76,0.5734,21,78.4266,0.51,Ar,2581
CCCCCCCCCCCC,2,10,0,0,747,26,0.565,20.89,78.545,0.5,N2,2243
CCCCCCCCCCCC,2,10,0,0,806,25,0.565,20.89,78.545,0.5,N2,1522
CCCCCCCCCCCC,2,10,0,0,873,23.1,0.565,20.89,78.545,0.5,N2,1918
CCCCCCCCCCCC,2,10,0,0,910,22.7,0.565,20.89,78.545,0.5,N2,2134
CCCCCCCCCCCC,2,10,0,0,943,18.1,0.565,20.89,78.545,0.5,N2,2276
CCCCCCCCCCCC,2,10,0,0,996,20.3,0.565,20.89,78.545,0.5,N2,1245
CCCCCCCCCCCC,2,10,0,0,1039,21,0.565,20.89,78.545,0.5,N2,826
CCCCCCCCCCCC,2,10,0,0,1049,18.9,0.565,20.89,78.545,0.5,N2,839
CCCCCCCCCCCC,2,10,0,0,1054,20.1,0.565,20.89,78.545,0.5,N2,788
CCCCCCCCCCCC,2,10,0,0,1082,18.4,0.565,20.89,78.545,0.5,N2,566
CCCCCCCCCCCC,2,10,0,0,1087,19.6,0.565,20.89,78.545,0.5,N2,527
CCCCCCCCCCCC,2,10,0,0,1117,30.9,0.565,20.89,78.545,0.5,N2,266
CCCCCCCCCCCC,2,10,0,0,1118,20.3,0.565,20.89,78.545,0.5,N2,346
CCCCCCCCCCCC,2,10,0,0,1149,21,0.565,20.89,78.545,0.5,N2,261
CCCCCCCCCCCC,2,10,0,0,1163,21.2,0.565,20.89,78.545,0.5,N2,213
CCCCCCCCCCCC,2,10,0,0,1177,20.8,0.565,20.89,78.545,0.5,N2,165
CCCCCCCCCCCC,2,10,0,0,727,27,1.123,20.77,78.107,1,N2,809
CCCCCCCCCCCC,2,10,0,0,773,28.7,1.123,20.77,78.107,1,N2,556
CCCCCCCCCCCC,2,10,0,0,818,26.9,1.123,20.77,78.107,1,N2,881
CCCCCCCCCCCC,2,10,0,0,822,23.3,1.123,20.77,78.107,1,N2,805
CCCCCCCCCCCC,2,10,0,0,855,25.9,1.123,20.77,78.107,1,N2,875
CCCCCCCCCCCC,2,10,0,0,869,22.5,1.123,20.77,78.107,1,N2,1040
CCCCCCCCCCCC,2,10,0,0,907,23.4,1.123,20.77,78.107,1,N2,1081
CCCCCCCCCCCC,2,10,0,0,942,21,1.123,20.77,78.107,1,N2,1116
CCCCCCCCCCCC,2,10,0,0,953,20,1.123,20.77,78.107,1,N2,1141
CCCCCCCCCCCC,2,10,0,0,957,19.8,1.123,20.77,78.107,1,N2,1064
CCCCCCCCCCCC,2,10,0,0,976,20.5,1.123,20.77,78.107,1,N2,800
CCCCCCCCCCCC,2,10,0,0,978,22.9,1.123,20.77,78.107,1,N2,912
CCCCCCCCCCCC,2,10,0,0,987,22,1.123,20.77,78.107,1,N2,699
CCCCCCCCCCCC,2,10,0,0,991,21.8,1.123,20.77,78.107,1,N2,645
CCCCCCCCCCCC,2,10,0,0,992,20.4,1.123,20.77,78.107,1,N2,739
CCCCCCCCCCCC,2,10,0,0,1008,22.4,1.123,20.77,78.107,1,N2,570
CCCCCCCCCCCC,2,10,0,0,1015,22.3,1.123,20.77,78.107,1,N2,508
CCCCCCCCCCCC,2,10,0,0,1036,22.1,1.123,20.77,78.107,1,N2,432
CCCCCCCCCCCC,2,10,0,0,1087,19.4,1.123,20.77,78.107,1,N2,403
CCCCCCCCCCCC,2,10,0,0,1102,20.8,1.123,20.77,78.107,1,N2,268
CCCCCCCCCCCC,2,10,0,0,1107,23.3,1.123,20.77,78.107,1,N2,298
CCCCCCCCCCCC,2,10,0,0,1109,23,1.123,20.77,78.107,1,N2,278
CCCCCCCCCCCC,2,10,0,0,1118,33.7,1.123,20.77,78.107,1,N2,183
CCCCCCCCCCCC,2,10,0,0,1123,24,1.123,20.77,78.107,1,N2,262
CCCCCCCCCCCC,2,10,0,0,1125,18.7,1.123,20.77,78.107,1,N2,188
CCCCCCCCCCCC,2,10,0,0,1135,20.6,1.123,20.77,78.107,1,N2,178
CCCCCCCCCCCC,2,10,0,0,1230,16.73,0.1,3.596,96.304,0.5,N2,429
CCCCCCCCCCCC,2,10,0,0,1217,16.07,0.1,3.596,96.304,0.5,N2,508
CCCCCCCCCCCC,2,10,0,0,1196,15.77,0.1,3.596,96.304,0.5,N2,701
CCCCCCCCCCCC,2,10,0,0,1186,15.38,0.1,3.596,96.304,0.5,N2,822
CCCCCCCCCCCC,2,10,0,0,1158,15.19,0.1,3.596,96.304,0.5,N2,1181
CCCCCCCCCCCC,2,10,0,0,1322,15.52,0.0515,1.911,98.0375,0.5,N2,293
CCCCCCCCCCCC,2,10,0,0,1258,15.31,0.0515,1.911,98.0375,0.5,N2,682
CCCCCCCCCCCC,2,10,0,0,1252,15.08,0.0515,1.911,98.0375,0.5,N2,713
CCCCCCCCCCCC,2,10,0,0,1219,16.1,0.1,3.725,96.175,0.5,N2,485
CCCCCCCCCCCC,2,10,0,0,1211,16.13,0.1,3.725,96.175,0.5,N2,534
CCCCCCCCCCCC,2,10,0,0,1179,15.93,0.1,3.725,96.175,0.5,N2,847
CCCCCCCCCCCC,2,10,0,0,1222,15.84,0.075,2.786,97.139,0.5,N2,625
CCCCCCCCCCCC,2,10,0,0,1221,15.45,0.075,2.786,97.139,0.5,N2,685
CCCCCCCCCCCC,2,10,0,0,1192,14.98,0.075,2.786,97.139,0.5,N2,1056
CCCCCCCCCCCC,2,10,0,0,1422,15.5,0.1,3.7,96.2,0.5,N2,30
CCCCCCCCCCCC,2,10,0,0,1280,16.57,0.1,3.7,96.2,0.5,N2,195
CCCCCCCCCCCC,2,10,0,0,1126,6.7,0.57,21,78.43,0.5,N2,1069
CCCCCCCCCCCC,2,10,0,0,1145,6.7,0.57,21,78.43,0.5,N2,605
CCCCCCCCCCCC,2,10,0,0,1173,6.7,0.57,21,78.43,0.5,N2,475
CCCCCCCCCCCC,2,10,0,0,1175,6.7,0.57,21,78.43,0.5,N2,675
CCCCCCCCCCCC,2,10,0,0,1187,7.1,0.21,21,78.79,0.18,N2,793
CCCCCCCCCCCC,2,10,0,0,1141,6.7,0.57,21,78.43,0.5,N2,680
CCCCCCCCCCCC,2,10,0,0,1187,6.7,0.57,21,78.43,0.5,N2,395
CCCCCCCCCCCC,2,10,0,0,1224,6.7,0.57,21,78.43,0.5,N2,253
CCCCCCCCCCCC,2,10,0,0,1243,7.53,0.39,21,78.61,0.34,N2,130
CCCCCCCCCCCC,2,10,0,0,1249,6.7,0.57,21,78.43,0.5,N2,84
CCCCCCCCCCCC,2,10,0,0,1108,6.7,0.57,21,78.43,0.5,N2,1339
CCCCCCCCCCCC,2,10,0,0,1196,6.7,0.57,21,78.43,0.5,N2,229
CCCCCCCCCCCC,2,10,0,0,1238,6.7,0.57,21,78.43,0.5,N2,109
CCCCCCCCCCCC,2,10,0,0,1330,2.25,0.0445,0.75,99.2055,1,N2,1592
CCCCCCCCCCCC,2,10,0,0,1403,2.41,0.0445,0.75,99.2055,1,N2,586
CCCCCCCCCCCC,2,10,0,0,1406,2.37,0.047,0.75,99.203,1,N2,571
CCCCCCCCCCCC,2,10,0,0,1430,2.33,0.0445,0.75,99.2055,1,N2,349
CCCCCCCCCCCC,2,10,0,0,1477,2.25,0.05,0.75,99.2,1,N2,216
CCCCCCCCCCCC,2,10,0,0,1528,2.24,0.047,0.75,99.203,1,N2,116
CCCCCCCCCCCC,2,10,0,0,1585,2.23,0.04,0.75,99.21,1,N2,58
CCCCCCCCCCCC,2,10,0,0,1637,2.26,0.043,0.75,99.207,1,N2,36
CCCCCCCCCCCC,2,10,0,0,1652,2.23,0.0371,0.75,99.2129,1,N2,27
CCCCCCCCCCCC,2,10,0,0,1536,2.17,0.044,0.75,99.206,1,N2,140
CCCCCCCCCCCC,2,10,0,0,1657,2.12,0.0485,0.75,99.2015,1,N2,56
CCCCCCCCCCCC,2,10,0,0,1418,2.35,0.047,0.75,99.203,1,N2,614
CCCCCCCCCCCC,2,10,0,0,1607,2.17,0.046,0.75,99.204,1,N2,84
CCCCCCCCCCCC,2,10,0,0,1583,2.14,0.045,0.75,99.205,1,N2,90
CCCCCCCCCCCC,2,10,0,0,1612,2.09,0.047,0.75,99.203,1,N2,80
CCCCCCCCCCCC,2,10,0,0,1450,2.26,0.0475,0.75,99.2025,1,N2,461
CCCCCCCCCCCC,2,10,0,0,1496,2.22,0.048,0.75,99.202,1,N2,242
CCCCCCCCCCCC,2,10,0,0,1381,2.32,0.0485,0.75,99.2015,1,N2,1020
CCCCCCCCCCCC,2,10,0,0,1553,2.25,0.05,0.7776,99.1724,1,N2,276
CCCCCCCCCCCC,2,10,0,0,1407,2.28,0.046,0.7617,99.1923,1,N2,791
CCCCCCCCCCCC,2,10,0,0,1387,2.34,0.05,0.7489,99.2011,1,N2,1197
CCCCCCCCCCCC,2,10,0,0,1466,2.26,0.0476,0.7525,99.1999,1,N2,438
CCCCCCCCCCCC,2,10,0,0,1427,2.07,0.051,0.7572,99.1918,1,N2,655
CCCCCCCCCCCC,2,10,0,0,1545,2.07,0.0505,0.7427,99.2068,1,N2,262
CCCCCCCCCCCC,2,10,0,0,1645,2.13,0.0428,0.7452,99.212,1,N2,91
CCCCCCCCCCCC,2,10,0,0,1618,2.14,0.048,0.7635,99.1885,1,N2,96
CCCCCCCCCCCC,2,10,0,0,1394,2.3,0.043,0.731,99.226,1,N2,1463
CCCCCCCCCCCC,2,10,0,0,1415,2.47,0.0456,0.7657,99.1887,1,N2,790
CCCCCCC,2,5,0,0,1446,1.15,0.4,4.8,94.8,0.9,Ar,234
CCCCCCC,2,5,0,0,1381,1.18,0.4,4.8,94.8,0.9,Ar,488
CCCCCCC,2,5,0,0,1491,1.23,0.4,4.8,94.8,0.9,Ar,137
CCCCCCC,2,5,0,0,1438,1.22,0.4,4.8,94.8,0.9,Ar,238
CCCCCCC,2,5,0,0,1492,1.22,0.36,4.4,95.24,0.9,Ar,141
CCCCCCC,2,5,0,0,1501,1.25,0.36,4.4,95.24,0.9,Ar,125
CCCCCCC,2,5,0,0,1476,1.25,0.36,4.4,95.24,0.9,Ar,163
CCCCCCC,2,5,0,0,1486,1.23,0.4,4.4,95.2,1,Ar,159
CCCCCCC,2,5,0,0,1458,1.27,0.4,4.4,95.2,1,Ar,208
CCCCCCC,2,5,0,0,1428,1.27,0.4,4.4,95.2,1,Ar,296
CCCCCCC,2,5,0,0,1455,1.2,0.4,8.8,90.8,0.5,Ar,86
CCCCCCC,2,5,0,0,1413,1.32,0.4,8.8,90.8,0.5,Ar,121
CCCCCCC,2,5,0,0,1347,1.3,0.4,8.8,90.8,0.5,Ar,286
CCCCCCC,2,5,0,0,1676,1.22,0.4,2.2,97.4,2,Ar,147
CCCCCCC,2,5,0,0,1529,1.26,0.4,2.2,97.4,2,Ar,442
CCCCCCC,2,5,0,0,1619,1.22,0.4,2.2,97.4,2,Ar,210
CCCCCCC,2,5,0,0,1396,1.23,0.4,8.8,90.8,0.5,Ar,161
CCCCCCC,2,5,0,0,1347,1.29,0.4,8.8,90.8,0.5,Ar,308
CCCCCCC,2,5,0,0,1345,1.34,0.4,8.8,90.8,0.5,Ar,305
CCCCCCC,2,5,0,0,1432,1.21,0.4,8.8,90.8,0.5,Ar,110
CCCCCCC,2,5,0,0,1347,1.22,0.4,8.8,90.8,0.5,Ar,323
CCCCCCC,2,5,0,0,1455,2.13,0.4,4.4,95.2,1,Ar,165
CCCCCCC,2,5,0,0,1384,2.12,0.4,4.4,95.2,1,Ar,403
CCCCCCC,2,5,0,0,1434,2.15,0.4,4.4,95.2,1,Ar,205
CCCCCCC,2,5,0,0,1478,2.08,0.4,4.4,95.2,1,Ar,131
CCCCCCC,2,5,0,0,1503,2.06,0.4,4.4,95.2,1,Ar,100
CCCCCCC,2,5,0,0,1412,2.14,0.4,4.4,95.2,1,Ar,265
CCCCCCC,2,5,0,0,1476,4.03,0.4,4.4,95.2,1,Ar,90
CCCCCCC,2,5,0,0,1420,4.07,0.4,4.4,95.2,1,Ar,163
